Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2.6?,How bad would it be if Spack ONLY worked with Python 3?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,"Rank these TBD Spack features by importance [New, backtracking concretizer]",Rank these TBD Spack features by importance [Use existing installs more aggressively],Rank these TBD Spack features by importance [Separate concretization of build dependencies ],Rank these TBD Spack features by importance [AWS/Azure/GCP/Cloud integration],"Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Better Developer features (easily develop multiple packages + 3rd party dependencies)],Rank these TBD Spack features by importance [Notifications about changes to my packages],Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],What features NOT in the prior list would you like to see?,"If we had a (virtual) workshop on Spack, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack helps you the most?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?
11/17/2020 21:11:55,Software Developer,Company,Germany,No,Computer Science Research,Birds-of-a-feather (BOF) at conference,1,No,0.14,SuSE,1 - 10,"3.7, 3.8",Do it!,Do it!,Lmod,"Module generation, spack external find, Externals in packages.yaml, Distributed Builds (srun spack install)","AMD, Intel, ARM","NVIDIA, AMD, Intel",gcc,Somewhat important,Critical,Critical,Slightly Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not Important,external repositories,No,No,"Documentation, Coworkers",Weekly,No,Bad,Bad,OK,OK,,,,,,
11/17/2020 21:12:33,System Administrator,University HPC/Computing Center,Switzerland,No,"Traditional HPC / Simulation, Statistics / Data Analysis, Bioinformatics",Presentation,4,"Packages, Slack Discussions, Mailing List, Issues","0.14, 0.15",Red Hat,200 - 500,"3.6, 3.7",Do it!,Do it!,Lmod,"Environments, Module generation, spack containerize, Chaining, Stacks (matrices in environments), build-env (debug a build), Python extensions (link python packages into interpreter prefix), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,"gcc, Intel Compilers, AMD aocc, nvcc",Very Important,Very Important,Very Important,Not Important,Not Important,Very Important,Slightly Important,Not Important,Not Important,Not Important,Somewhat important,Not Important,,"Yes, I'd attend",Yes,"Documentation, Slack",Daily,Probably,Excellent,Excellent,Good,Excellent,"Rather heterogeneous cluster with an environment per architecture. Currently having lots of fun packaging bioinformatics tools.

https://c4science.ch/source/dcsr-spack-site/
",Environments and spec matrices,Any update (git pull) brings in new package versions which can change the concretisation. ,The new concretiser + Separate the builtin package repository from the spack core. ,Probably new build system support like Julia / Golang,Keep up the good work!
11/17/2020 21:47:39,Scientist/Researcher,Company,United Kingdom,No,"Traditional HPC / Simulation, Computer Science Research",Used at my site,4,,0.15,"Red Hat, CentOS, Ubuntu, SuSE, Windows Subsystem for Linux (WSL)",200 - 500,"2.7, 3.6",I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),Environment Modules (TCL modules),"Module generation, Chaining, build-env (debug a build), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVIDIA Compilers (new PGI), LLVM, AMD aocc, AMD hipclang, nvcc, XL, CCE (Cray Compilers), armclang",Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Slack, Mailing List, Coworkers",Weekly,Probably,OK,Excellent,Excellent,Good,deploying software for users,deploying software,things break between versions,stop things breaking between versions,,
11/17/2020 21:14:33,Software Developer,Company,United States,No,Embedded Systems,Used at my site,0,"Slack Discussions, Issues",0.15,Ubuntu,100 - 200,3.7,Do it!,Do it!,Spack environments,"Environments, Binary Caches, build-env (debug a build)",Intel,NVIDIA,"gcc, LLVM",Not Important,Not Important,Very Important,Very Important,Not Important,Very Important,Slightly Important,Slightly Important,Not Important,Not Important,Slightly Important,Not Important,,"Yes, I'd attend",No,"Documentation, Slack, Coworkers",Weekly,Probably,OK,Good,Good,Good,"We have spack running both natively in ubuntu and in an ubuntu docker image with an environment, our own supplementary package repo, and our own binary cache. We use spack to install our package under development and all of its dependencies (both build and runtime). We activate the environment as our primary development environment. This means we want to use the compilers, the build systems, all of the build dependencies, etc. We support developers running this environment either natively or through docker + mounted file system. Anytime we update our package repo or upgrade/add a dependency, we generate a new docker image and ask that all of our developers install the latest spack environment.",Uniform environment with build dependencies consistent for all of our developers.,Dealing with missing compilers / caching of missing compiler packages.,"Parallelize operations like cache uploads and downloads, etc. We do a lot of installs because we are setting up and tearing down environments for development, and speeding this up even more would be great!",,We use spack primarily as a development environment package manager. Would like to see the continued evolution of Spack for this purpose.
11/17/2020 21:15:27,Software Developer,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,Traditional HPC / Simulation,Word of mouth,3,"Packages, Core Features, Slack Discussions, Mailing List",develop,"Red Hat, Ubuntu","> 1,000",2.7,Do it!,I'd live (I can provide Python 3 somehow),spack load,"Module generation, Chaining, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVIDIA Compilers (new PGI), LLVM, nvcc, CCE (Cray Compilers)",Critical,Critical,Critical,Slightly Important,Not Important,Very Important,Critical,Very Important,Critical,Slightly Important,Very Important,Not Important,,Maybe,Yes,"Documentation, Slack",Daily,Probably,Excellent,Good,OK,Good,Most develop Spack packages on a Linux box.,Building unwieldy complex packages such as LLVM,Building boost,Support for OpenMP target offload for new compilers,new oneAPI Intel compilers,
11/17/2020 21:15:59,User Support Staff,University HPC/Computing Center,United States,No,Traditional HPC / Simulation,Word of mouth,0,No,0.15,CentOS,1 - 10,2.7,I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),Lmod,"Environments, Module generation, Stacks (matrices in environments), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel","NVIDIA, AMD","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVIDIA Compilers (new PGI), LLVM, AMD aocc, AMD hipclang, nvcc",Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Slightly Important,Somewhat important,Slightly Important,More robust CPU multi-target support. We are just evaluating Spack for that and the current chosen approach with definition matrices is more complicated than it has to be.,"Yes, I'd attend",Yes,"Documentation, Mailing List, Coworkers",Weekly,Probably not,Excellent,Good,Excellent,Excellent,"We are still in a planning stage to use Spack to install software on our Linux clusters, which have about 5 CPU generations/types. We plug in some existing packages, like the compilers, Matlab, etc, but hope to install new version of these with Spack in the future as well",Definitely saving the time of manually installing the programs.,,"I think the multi-target support would be nice, as we'll be building separate stacks for at least 3 different CPU generations, plus possibly the new AMDs, so, having a good way to do this plus plug into Lmod (= so that Lmod picks up the right target branch) would be great.",,"We'll need to get into routine use of Spack before we can provide more comments, but, I am sure we'll have some when we become regular users."
11/17/2020 21:16:32,System Administrator,University HPC/Computing Center,United States,No,"Traditional HPC / Simulation, Statistics / Data Analysis, Bioinformatics, High Energy Physics",Word of mouth,0,No,0.15,Red Hat,1 - 10,"2.7, 3.6",I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),Lmod,"Module generation, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,"gcc, Intel Compilers, PGI",Somewhat important,Very Important,Somewhat important,Slightly Important,Somewhat important,Critical,Very Important,Somewhat important,Very Important,Not Important,Slightly Important,Not Important,Spack error messaging is terrible and most times is completely missing or not helpful.  I would benefit from some major attention.,Maybe,Yes,"Documentation, Mailing List",Daily,"Yes, definitely!",OK,Bad,OK,OK,"Our use case is to replace our RPM-based software stack install on every node (thousands) with a single install on a network share.  Spack helps with handling the dependencies and allowing us to create multiple installations of an app using different versions and different compilers and different versions of compilers, etc...  That's very important to us.",How Spack handles installation of multiple versions of the same app.  How Spack should be Linux OS agnostic (yet to be tested) so we can experiment with offering other Distros for users.,"Getting answers to questions when they come up.  The response on the Google groups is intermittent and hit or miss.  The Spack API is a not-helpful document.  Instead, to try to learn anything, I have to crawl through the python code.  Can I easily get the staging directory created for the package.py I'm writing??  Probably, but I can't tell.  How am I even supposed to know what information ""self"" or ""spec"" has in it?  The only way I find out right now is by grepping through the builtin/packages directory to see what other people did.","When an error happens in Spack, the error message is quite often not helpful.  There does not appear to be a lot of exception catching in the code.  Sometimes it just says ""Error: "" and then what appears to be a part of a hash.  Even the verbose error messages (such as an irreconcilable version constraint) do not give enough information to know what the problem is.",,"A good percentage of our applications are installed as pre-built binaries.  It is therefor annoying that they end up ""under"" gcc, both as an install directory and as a module file.  I can't even install a package until a compiler is specified, even if that package doesn't require a compiler.  For example, I tried creating an environment and putting the intel parallel studio in the spack.yaml file, but that caused errors because a compiler hadn't been found yet.  Well duh...that's why I'm trying to install one....
The ""resources"" capability in Spack is completely under-documented and wildly inconsistent.  I still do not know the difference between ""destination"" and ""placement"" when creating a resource, I have to do trial and error to get it to put the expanded resources in the right place.  Also hidden and maddening is the completely different behavior of Spack solely dependent on if an archive expands into a separate directory or not."
10/6/2020 13:22:48,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,Computer Science Research,Used at my site,5,Packages,develop,"macOS, CentOS, SuSE, Windows Subsystem for Linux (WSL)",10 - 100,"2.7, 3.6, 3.7",Do it!,Do it!,spack load,Module generation,"AMD, Intel, IBM Power","NVIDIA, AMD","gcc, Intel Compilers, NVIDIA Compilers (new PGI), LLVM",Somewhat important,Very Important,Slightly Important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Slightly Important,Somewhat important,Slightly Important,Speed!,Maybe,No,Documentation,Monthly,Probably,Good,Good,OK,OK,"Maintaining some Spack packages, installing various packages (MPI etc.) on my computer zoo",,,,Cupti? Could become part of CudaPackage.,"TBH, I'm not sure what half of the present / future Spack features mentioned in this survey are. I need to catch up on the documentation!"
11/17/2020 21:17:45,Software Developer,Company,United States,No,Embedded Systems,Tutorial,0,"Packages, Slack Discussions, Issues",0.15,"Ubuntu, Debian, Fedora",100 - 200,3.5,Do it!,I'd live (I can provide Python 3 somehow),"spack load, Spack environments","Environments, Stacks (matrices in environments), Binary Caches, build-env (debug a build), Python extensions (link python packages into interpreter prefix), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, ARM","NVIDIA, AMD, Intel","gcc, LLVM",Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Critical,Critical,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,A tutorial using spack to bootstrap linux distribution from scratch,"Yes, I'd attend",Yes,"Documentation, Slack",Weekly,"Yes, definitely!",Good,Excellent,Good,Good,Develop software that requires lots of moving deps and apt is not sufficient,"Reproducible Build Environment, Easy/Automated dependency upgrade, Clear Error Message",Dont know which features can be used. Understand various environment variables that affects the build system.,"An example of packaging environment, building a big project with lots of dependencies, and then package that software using spack features","pyinstaller, z3, libgc, grpcio",Great Jobs! Please continue the effort!
11/17/2020 21:18:21,Scientist/Researcher,Other Public Research Lab,Italy,No,Traditional HPC / Simulation,Word of mouth,2,Packages,0.15,"CentOS, Arch, Windows Subsystem for Linux (WSL)",200 - 500,"3.6, 3.8",Do it!,Do it!,"spack load, Spack environments, Environment Modules (TCL modules)","Environments, Module generation, build-env (debug a build), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel","NVIDIA, AMD","gcc, Intel Compilers, LLVM, AMD aocc, nvcc",Somewhat important,Very Important,Very Important,Slightly Important,Very Important,Critical,Very Important,Very Important,Slightly Important,Not Important,Very Important,Not Important,"Better environments that can be used do have a set of basic tools (cmake, compilers, git, etc.) to use as development environment. Something like multiple or joined environments.","Yes, I'd attend",Yes,"Documentation, Mailing List",Weekly,Probably not,Excellent,Excellent,Good,Excellent,"traditional HPC workflow. would like to use environments but they do not fit my use case yet, so still relying on env-modules and spack load",interoperability between different platforms,graphical stack,better usage of system packages,"code_saturne, metview (I hope to contribute these soon)",
11/17/2020 21:57:12,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,Traditional HPC / Simulation,Used at my site,0,No,develop,"TOSS, Red Hat",1 - 10,"2.7, 3.6",I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),Lmod,Environments,"AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, PGI, NVIDIA Compilers (new PGI), LLVM, AMD hipclang, nvcc, XL, CCE (Cray Compilers), armclang",Slightly Important,Somewhat important,Slightly Important,Slightly Important,Critical,Critical,Somewhat important,Very Important,Critical,Somewhat important,Critical,Not Important,"Documentation, Example coding for all DOE HPC computers and compiler combinations and for complicated projects.  Examples of how to provide custom dependencies and actions not detectable with existing compiler dependency rules.

 For instance. The make process may automatically  codegenerated based on another file.  Imagine a 'yaml' type file (but it could be some other type file) is used by a project script to generate .c and .h files, possibly over-writing existing files by design.  If this yaml is updated, then the script needs to be run to re-generate the source files and then recompile them by the 'make' process.

Or imagine that a project provides scripts which scans XML files, which are then processed to create .c and .h files which do not live in a repository, they only exist in the build space.  If the XML files are updated the genreation of the source needs to happen, then this trigger a recompile.",Maybe,No,Coworkers,Monthly,Probably not,OK,OK,OK,OK,"I have multiple libraries I maintain. I build at multiple sites, with multiple compilers and multiple configuration options (MPI, OpenMP, GPU, etc.)","Uniform configuration of multiple projects across multiple compilers, multiple computers and multiple sites.",,Great examples on how to use Spack  with a new project.,,
11/17/2020 21:19:41,Scientist/Researcher,University HPC/Computing Center,Japan,No,Traditional HPC / Simulation,Tutorial,0,No,0.15,"CentOS, Ubuntu",10 - 100,"3.7, 3.8",Do it!,Do it!,spack load,"spack external find, Externals in packages.yaml","AMD, Intel","NVIDIA, AMD","gcc, Intel Compilers, AMD aocc, nvcc",Somewhat important,Critical,Critical,Not Important,Critical,Critical,Critical,Critical,Very Important,Not Important,Critical,Not Important,"Better implementation  for loading packages that involves sourcing bash scripts such as intel parallel studio packages, openfoam","Yes, I'd attend",No,"Documentation, Mailing List",Weekly,Probably not,Good,Good,Good,Excellent,,,,,,
11/17/2020 21:20:20,Scientist/Researcher,DOE/Office of Science Lab (ORNL/ANL/LBL),United Kingdom,Yes,Computer Science Research,Word of mouth,4,"Packages, Slack Discussions, Issues",develop,"Debian, SuSE","> 1,000","2.7, 3.6, 3.7",Do it!,I'd live (I can provide Python 3 somehow),Spack environments,Environments,Intel,NVIDIA,"gcc, LLVM",Somewhat important,Very Important,Slightly Important,Not Important,Not Important,Very Important,Very Important,Somewhat important,Not Important,Not Important,Somewhat important,Not Important,,"Yes, I'd attend",No,"Documentation, Slack, Coworkers",Weekly,Probably not,Good,Excellent,Good,Good,,Being able to rebuild my entire development stack in a couple of commands.,Uninstalling an environment should be easier; spack could also help tracking which installed packages are part of an environment (and which one).,Tutorials on how to leverage spack to enable reproducible experiments.,,
11/17/2020 21:21:23,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Traditional HPC / Simulation, Computer Science Research",Word of mouth,3,"Packages, Slack Discussions, Mailing List","0.15, develop","macOS, Red Hat, CentOS, Ubuntu",100 - 200,"2.7, 3.8",Do it!,Do it!,spack load,"Environments, Module generation, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, NVIDIA Compilers (new PGI), LLVM, AMD hipclang, nvcc, XL, CCE (Cray Compilers), armclang",Somewhat important,Very Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,Very Important,Not Important,Not Important,Slightly Important,"Git integration, any feature that supports monorepo->polyrepo transition","Yes, I'd present something!",No,Slack,Monthly,Probably,OK,OK,OK,OK,,Standardized way of connecting variants/features with build rules,"We have compilers that depend on using Clang with specific GCC versions. There is no way to specify a compiler as %clang%gcc@7.4.0, e.g.","Make Spack more useful for development, not just deployment",,
11/17/2020 21:22:05,Scientist/Researcher,Private Research Lab,United States,Yes,Traditional HPC / Simulation,Birds-of-a-feather (BOF) at conference,3,No,"0.15, develop","macOS, CentOS, Ubuntu",1 - 10,"3.6, 3.7",Do it!,Do it!,"spack load, Spack environments","Environments, build-env (debug a build), spack external find","AMD, Intel","NVIDIA, AMD","gcc, Intel Compilers, LLVM, AMD hipclang, nvcc",Critical,Very Important,Very Important,Slightly Important,Slightly Important,Critical,Somewhat important,Slightly Important,Critical,Not Important,Critical,Somewhat important,,"Yes, I'd attend",No,"Documentation, Slack",Monthly,No,Good,Excellent,Good,Good,Handle the dependencies of my own development code not in spack.,Variants,,I think most of my issues are on your roadmap for being fixed.,,
11/17/2020 21:22:54,Software Developer,University HPC/Computing Center,United States,No,"Traditional HPC / Simulation, AI/ML",Word of mouth,2,"Packages, Core Features, Slack Discussions, Issues",develop,"Red Hat, CentOS",10 - 100,"2.7, 3.8",Do it!,Do it!,"spack load, Spack environments, Environment Modules (TCL modules)","Environments, Module generation, spack-python (Python scripting), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,"gcc, Intel Compilers, LLVM, AMD hipclang, nvcc",Critical,Somewhat important,Somewhat important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Critical,Somewhat important,Somewhat important,Slightly Important,,"Yes, I'd attend",No,"Documentation, Slack, Coworkers",Monthly,Probably not,Good,Excellent,Good,Good,,The community,,,,
11/17/2020 21:23:40,Scientist/Researcher,University HPC/Computing Center,Switzerland,No,Traditional HPC / Simulation,Word of mouth,1,No,develop,Ubuntu,10 - 100,3.8,Do it!,Do it!,spack load,Environments,"AMD, Intel, ARM","NVIDIA, AMD","gcc, LLVM, nvcc, CCE (Cray Compilers)",Somewhat important,Critical,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Critical,Very Important,Very Important,Somewhat important,,Maybe,Yes,"Documentation, Slack, Coworkers",Monthly,Probably not,OK,OK,OK,Good,"I use spack install and spack load xxx, it works. I'm happy.",it's easy to edit packages via the python thingy,,stop it reinstalling 25 copies of the same library when they are all the same but with a different hash (why?),,"Some multiple choice questions needed an answer ""I have no idea because I'm not a power user, so I don't really know if I need concretization of XXX since I have o idea what it is"""
11/17/2020 21:24:15,Software Developer,University HPC/Computing Center,United States,Yes,Computer Science Research,Word of mouth,3,"Packages, Slack Discussions, Mailing List, Issues","0.14, 0.15, develop","Red Hat, CentOS, Ubuntu",10 - 100,"2.7, 3.6, 3.7",I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),"spack load, Spack environments, Lmod, Environment Modules (TCL modules)","Environments, Module generation, Stacks (matrices in environments), Binary Caches, spack ci (generate GitLab Pipelines)","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVIDIA Compilers (new PGI), LLVM, AMD aocc, AMD hipclang, nvcc, XL, CCE (Cray Compilers), Fujitsu Compilers, armclang",Critical,Very Important,Very Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Slightly Important,Very Important,Slightly Important,"spack recommend spec - that recommends the list of variants that should be used based on what compilers are already installed and what packages are configured in a mirror, so Spack doesn’t build all the dependencies! ","Yes, I'd attend",Yes,Coworkers,Weekly,Probably not,OK,Good,Good,Good,,Build cache. ,Concretizer that forces rebuild of commonly used packages. ,Concretizer.,"OneAPI, TensorFlow optimized for GPUs",
11/17/2020 21:25:16,System Administrator,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,Traditional HPC / Simulation,Used at my site,2,"Core Features, Slack Discussions, Issues","0.15, develop","Red Hat, SuSE",200 - 500,"3.6, 3.7, 3.8",Do it!,Do it!,"spack load, Environment Modules (TCL modules), spack view","Environments, Module generation, Binary Caches, build-env (debug a build), Externals in packages.yaml, Concretization preferences in packages.yaml, spack ci (generate GitLab Pipelines)",Intel,Intel,"gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, CCE (Cray Compilers)",Very Important,Slightly Important,Somewhat important,Not Important,Slightly Important,Slightly Important,Not Important,Somewhat important,Slightly Important,Not Important,Very Important,Not Important,,"Yes, I'd present something!",Yes,"Documentation, Slack",Daily,Probably not,Excellent,Excellent,Good,Good,"We're mandated under ECP to implement spack at our facility, and are taking the opportunity to evaluate it's effectiveness for deployment as a supplement and possible alternative to Cray's PE.",it's often the fastest and easiest way to full a request for an updated package,The overall complexity of spack,"Advanced tutorials, by topic/use case.",,I really enjoy working with the spack team.
11/17/2020 21:25:57,Software Developer,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,No,High Energy Physics,Word of mouth,3,"Packages, Core Features, Documentation, Slack Discussions, Mailing List, Issues",develop,"macOS, Red Hat, CentOS, Ubuntu",100 - 200,"2.7, 3.7, 3.8",Do it!,I'd live (I can provide Python 3 somehow),"spack load, Spack environments","Environments, Module generation, Chaining, Stacks (matrices in environments), Binary Caches, Command Extensions, Python extensions (link python packages into interpreter prefix), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power",NVIDIA,"gcc, LLVM",Critical,Very Important,Critical,Not Important,Very Important,Critical,Somewhat important,Very Important,Critical,Somewhat important,Very Important,Not Important,Installation of specific packages / dependency branches from concretized YAML,"Yes, I'd attend",No,"Documentation, Slack, Mailing List, Coworkers",Daily,Probably not,Good,Excellent,Good,Good,Coherent release production and management; multi-package development by non-expert developers; multi-site installation of binary packages.,"Responsiveness of developers to questions, ideas, contributions.",Insuffiently performant / flexible concretizer.,Fully-working backtracking concretizer,,
11/17/2020 21:26:42,System Administrator,University HPC/Computing Center,United States,No,"Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Bioinformatics, High Energy Physics",Search,4,"Packages, Core Features, Documentation, Slack Discussions, Mailing List, Issues",develop,CentOS,"> 1,000",2.7,Do it!,I'd live (I can provide Python 3 somehow),Lmod,"Environments, Module generation, Stacks (matrices in environments), build-env (debug a build), Python extensions (link python packages into interpreter prefix), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,"gcc, Intel Compilers, Intel OneAPI / dpc++, NVIDIA Compilers (new PGI), nvcc",Somewhat important,Very Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Not Important,Having environments be part of stacks.,Maybe,Yes,"Documentation, Slack, Mailing List",Weekly,Probably not,Good,Good,OK,Good,,"compiler optimizations, module generation",slowness; things not working as documented or expected,speed up extension activation,,
11/17/2020 21:27:19,User Support Staff,University HPC/Computing Center,United States,No,"Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Bioinformatics",Tutorial,0,"Slack Discussions, Issues",0.15,CentOS,200 - 500,"2.7, 3.8",Do it!,I'd live (I can provide Python 3 somehow),Lmod,"Module generation, Stacks (matrices in environments), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,"gcc, Intel Compilers, NVIDIA Compilers (new PGI), LLVM, nvcc",Critical,Critical,Critical,Not Important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Slightly Important,Upgrade specific package recipes without upgrading the entire repo,"Yes, I'd attend",Yes,"Documentation, Slack",Daily,No,Good,Good,Good,Good,Providing scientific software stack for a large heterogeneous cluster,"Software Installation, Standardization, Automation","External Packages, TCL Modulefile generation, Concretization, Variant Handling, Obscure Scientific Software Recipes",Concretization issues,"ANSYS, ABAQUS, COMSOL","Yes, I like spack, can't do without it now."
11/17/2020 21:27:57,User Support Staff,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,"Statistics / Data Analysis, Bioinformatics",Word of mouth,3,No,0.15,"macOS, CentOS, SuSE",1 - 10,"3.7, 3.8",Do it!,Do it!,"spack load, Lmod","Module generation, spack external find","AMD, Intel",NVIDIA,gcc,Slightly Important,Somewhat important,Not Important,Somewhat important,Somewhat important,Somewhat important,Not Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Not Important,"Improve documentation, especially for getting started and best practices for using built artifacts. ","Yes, I'd attend",Yes,"Documentation, Slack",Daily,Probably not,Bad,Good,OK,OK,Module building for HPC. Typical workflow is 'spack find' and hope there is already a package. ,,I have tried getting going with spack a number of times over the past several years. My initial efforts hit a roadblock in figuring out a good way of using built artifacts. More recently python errors have prevented builds from completing.,,,
11/17/2020 21:28:36,User Support Staff,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,No,High Energy Physics,Used at my site,1,Packages,"0.12, 0.14",CentOS,1 - 10,3.7,Do it!,Do it!,spack load,"Environments, Binary Caches, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,gcc,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Not Important,faster concretizer,Maybe,Yes,"Documentation, Slack, Coworkers",Weekly,Probably not,Good,Excellent,Good,Good,,,,,,
11/17/2020 21:29:14,User Support Staff,Other Public Research Lab,Japan,No,Traditional HPC / Simulation,Used at my site,0,Packages,"0.15, develop","Red Hat, CentOS",10 - 100,"2.7, 3.6",Do it!,Do it!,spack load,"Environments, Module generation, Chaining","AMD, Intel, ARM",NVIDIA,"gcc, Fujitsu Compilers",Slightly Important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Slightly Important,,Maybe,Yes,"Documentation, Slack",Weekly,Probably not,Good,Good,Good,Excellent,,,,,,
11/17/2020 21:30:22,User Support Staff,Company,United States,Yes,Traditional HPC / Simulation,Word of mouth,0,No,0.15,Red Hat,1 - 10,"2.7, 3.7, 3.8",Do it!,Do it!,Environment Modules (TCL modules),"Environments, Module generation, spack external find, Externals in packages.yaml","AMD, Intel, ARM",AMD,"gcc, CCE (Cray Compilers)",Not Important,Very Important,Slightly Important,Not Important,Not Important,Very Important,Slightly Important,Not Important,Slightly Important,Not Important,Slightly Important,Not Important,Better spack error handling. As in: 'why didn't this work?',"Yes, I'd attend",No,"Documentation, Slack, Coworkers",Daily,Probably not,Good,Excellent,Good,OK,Just started slack. So building specific packages using spack.,Building something that has lots' of dependencies. Spack is really usefull in building those dependices. ,When something goes wrong what happend? Complicated to use. Needs more Cray support .,Improved cray support. Better slack 'error handling',,I have only been using spack for about a month. There are lots of details to pick up. The slack channel is a really big help. Also the documentation is pretty good.  Personally I have issues with slack with multiple things are broken.
