Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,Are you part of any EuroHPC joint undertaking projects? (https://eurohpc-ju.europa.eu/),Are you part of some other project that uses Spack that you'd like us to highlight (leave blank if not)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use? (details at https://github.com/spack/spack/releases),Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Do you use any third-party tools/front-ends to do development with Spack?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [More packages in public build caches],Rank these TBD Spack features by importance [Better organized/publicized public build caches],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [Better autodetection of system packages],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],Rank these TBD Spack features by importance [Improvements for `spack test`],Rank these TBD Spack features by importance [Better CI Stability / faster PR turnaround],Rank these TBD Spack features by importance [SpackOS/support for custom libc],What features NOT in the prior list would you like to see?,"We're planning an in-person Spack user meeting in August, will you plan to attend?",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,"If you're interested in being contacted about your response, please leave us your email."
2/26/2023 17:31:51,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,No,,"C++, Python, Go, sh/bash/other shell script, Javascript",Developer Environments and Containers,Used at my site,2,"Packages, Core Features, Documentation, Slack Discussions, Issues, Tools/integrations",Whichever one works for my need,"Ubuntu 20, Ubuntu 22",1 - 10,"3.7, 3.8, 3.9, 3.10","Spack environments, Containers","Environments, New concretizer (clingo), spack install",No,Yes,No,AMD,No GPUs,gcc,Very Important,Very Important,Not Important,Not Important,Not Important,Very Important,Somewhat important,Not Important,Not Important,Somewhat important,Not Important,Somewhat important,Somewhat important,Somewhat important,Not Important,Not Important,Reliability and testing of all packages that are added,No,No,"Slack, GitHub Issues, Source Code",Yearly,Probably not,Probably not,OK,Excellent,Bad,Bad,Getting something to reliably build.,I don't know.,Something that worked before is different or broken.,"Decide on most important features and make them work really well, and remove features needed by less than 80% of users.",,The community and developers are exceptional.,
2/26/2023 18:01:10,Scientist/Researcher,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,No,No,SCALE,"Fortran, C++, Python",HPC / Simulation,Word of mouth,1,No,"0.18, 0.19","macOS 11 (Big Sur), RHEL 6, RHEL 7, Fedora",10 - 100,"2.7, 3.9, 3.11","spack load, Spack environments","Build caches (making binary packages), Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), concretizer:unify:true (concretize together)",No,Yes,No,"AMD, Intel",No GPUs,"gcc, Intel OneAPI, LLVM",Somewhat important,Somewhat important,Slightly Important,Slightly Important,Not Important,Slightly Important,Slightly Important,Very Important,Very Important,Critical,Somewhat important,Not Important,Somewhat important,Not Important,Not Important,Slightly Important,,Maybe,No,"Documentation, Coworkers",Weekly,Probably not,Probably,Excellent,Good,Good,Good,Install space packages on a variety of Linux/Mac VMs for our code.,Set up toolchains quickly on a variety of Linux VMs.,Sometimes there become a lot of extra packages installed when I'm messing around in environments and I don't know how to remove them all but keep the ones in the environments that I have.,,Not really.,,
2/26/2023 20:35:26,Research Software Engineer (RSE),"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,No,,"C++, Python, sh/bash/other shell script",HPC / Simulation,Used at my site,4,"Packages, Core Features, Documentation, Slack Discussions, GitHub Discussions, Issues",develop,"macOS 12 (Monterey), RHEL 7, RHEL 8","500-1,000","3.6, 3.7, 3.9, 3.10","spack load, Spack environments, Environment Modules (TCL modules), Containers","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), Mirrors (spack mirror create / air gap support), spack-python (Python scripting), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, Distributed Builds (srun/mpirun spack install), New concretizer (clingo), spack develop, concretization: --reuse (default), concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), concretizer:unify:when_possible, spack load, spackbot (@spackbot fix style; @spackbot rebuild everything, etc.), spack diff (compare two specs)",Yes -- several,My site has a front-end or extension to Spack,spack manager,"AMD, Intel, ARM","NVIDIA Volta, AMD MI200/250X, AMD MI300","gcc, Intel Compilers, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), CCE (Cray Compilers)",Very Important,Very Important,Very Important,Not Important,Not Important,Somewhat important,Somewhat important,Very Important,Critical,Very Important,Very Important,Somewhat important,Somewhat important,Slightly Important,Very Important,Not Important,"Splitting the packages repo from the core spack, ","Yes, I'd like to present something!",No,"Documentation, Slack, Coworkers, GitHub Issues, GitHub Discussions, spack help, Source Code",Weekly,Probably,Probably,Good,Excellent,Good,Excellent,I use spack coupled with spack-manager to develop software and deploy simulation software for analysts to use,"The community has helped me learn a lot that extend, spack drives 90% of my development work",Weird interactions between externals like on the OLCF systems. Linker issues,,,Thanks for all you do.  Spack is a great tool. I'm all in.,
2/26/2023 22:10:27,Software Developer,Company,Italy,No,No,,"C++, Python",HPC / Simulation,Search,5,"Packages, Core Features, Documentation, Slack Discussions, GitHub Discussions, Issues, Mailing List, Tools/integrations","0.19, develop","macOS 12 (Monterey), Ubuntu 20","> 1,000","3.6, 3.7, 3.8, 3.9, 3.10, 3.11",Spack environments,"Environments, spack containerize, Stacks (matrices in environments), Mirrors (spack mirror create / air gap support), Build caches (making binary packages), build-env (debug a build), spack-python (Python scripting), spack external find, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, New concretizer (clingo), concretization: --reuse (default), concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), concretizer:unify:when_possible, Multiple build systems in one package, spackbot (@spackbot fix style; @spackbot rebuild everything, etc.), spack diff (compare two specs)",No,No,No,"AMD, Intel, IBM Power, ARM",No GPUs,"gcc, Intel OneAPI, NVHPC, LLVM",Very Important,Very Important,Very Important,Somewhat important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Somewhat important,Critical,Slightly Important,,Maybe,Yes,"Documentation, Slack, GitHub Issues, GitHub Discussions, spack help, Source Code",Daily,No,Probably,Good,Excellent,Excellent,Good,,,,,,,
2/26/2023 23:08:03,Scientist/Researcher,University HPC/Computing Center,Poland,No,No,,C++,HPC / Simulation,Presentation,3,No,0.19,"CentOS 7, Ubuntu 20, Ubuntu 22, Arch",100 - 200,"2.7, 3.10, 3.11",Spack environments,"Environments, spack external find, Externals in packages.yaml, concretization: --reuse (default), concretization: --fresh (build everything fresh), Git versions",No,No,No,Intel,No GPUs,gcc,Very Important,Slightly Important,Slightly Important,Very Important,Not Important,Somewhat important,Somewhat important,Critical,Slightly Important,Slightly Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,,No,No,Documentation,Yearly,Probably not,Probably not,Good,OK,Good,Good,"CI workflow of my HPC library, building dependencies on my cluster (where I don’t have admin rights)","General ease of use, environments, variants","Packages randomly failing to build when I refresh my dependencies (e.g. rebuild the same dependencies with an updated compiler), that’s not really spack’s fault though",,,,
2/26/2023 23:19:09,Research Software Engineer (RSE),University HPC/Computing Center,Switzerland,No,No,,"Fortran, C++, Python","HPC / Simulation, AI/ML",Used at my site,0,"Packages, Issues","0.19, develop","macOS 12 (Monterey), macOS 11 (Ventura), CentOS 8, Ubuntu 22",200 - 500,"3.8, 3.9, 3.10","spack build-env, Custom script or env vars","Environments, Chaining (upstreams), Mirrors (spack mirror create / air gap support), Build caches (making binary packages), build-env (debug a build), concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), Variant/flag propagation (++, ~~, ==), Git versions",Yes -- several,No,No,"AMD, ARM","NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI100, AMD MI200/250X, AMD MI300","gcc, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA)",Critical,Very Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Very Important,Very Important,Somewhat important,Very Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Not Important,,No,Yes,"Documentation, Slack, Coworkers, GitHub Issues, GitHub Discussions, Source Code",Weekly,Probably not,Probably,Excellent,Excellent,OK,Good,,,,,,,
2/27/2023 1:00:56,System Administrator,University HPC/Computing Center,Austria,No,,,"Fortran, C, C++, Python, Perl, sh/bash/other shell script, MATLAB",HPC / Simulation,Search,5,GitHub Discussions,"0.19, develop","CentOS 7, Rocky 8, Ubuntu 18, Ubuntu 20, Ubuntu 22, Windows Subsystem for Linux (WSL)","500-1,000","3.6, 3.8, 3.10",Environment Modules (TCL modules),"Module generation, Externals in packages.yaml, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, New concretizer (clingo), concretization: --reuse (default), concretization: --fresh (build everything fresh)",No,No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere","gcc, Intel Compilers, Intel OneAPI, LLVM, nvcc (CUDA)",Very Important,Somewhat important,Not Important,Not Important,Not Important,Not Important,Not Important,Very Important,Slightly Important,Very Important,Very Important,Not Important,Somewhat important,Not Important,Not Important,Not Important,"When I replied ""not important"" above this means that I have no opinion about these features, NOT that I deem them unimportant (which is a VERY DIFFERENT thing).",Maybe,Yes,"Documentation, Slack, GitHub Issues, GitHub Discussions",Daily,Probably not,Probably,Good,OK,OK,Good,"Maintaining software installations for a diverse community (approx. 200 users, 50 disciplines) of HPC cluster users",Reducing workload for installations (months/years of installation effort reduced to days/weeks),"Reproducibility of installations and configurations; defaults in packages.yaml randomly being ignored forcing me to put them on the command line; lack of verbose output of concretization process (attribution) to pinpoint causes for unexpected results; when an installation fails, diagnosing and fixing the error can become a nightmare (documented workflows would be welcome); documentation is mostly quite good but sometimes explanations are tautological thus incomprehensible to the uninitiated (e.g. https://spack.readthedocs.io/en/latest/command_index.html#spack-concretize) - recommendation: systematically review documentation for purpose, meaning and semantics including scope and persistence of effects of commands; documentation should include recommended practices for various use cases including preparatory setup of instances; unnecessary redundant installation of non-performance-critical or install-time prerequisites (e.g. perl) for multiple microarchitectures / toolchains in heterogeneous cluster; need to have multiple spack instances to install more recent versions of packages; lack of reliable separation of multiple Spack instances on same cluster (data/configuration/cache leaks - is setting SPACK_DISABLE_LOCAL_CONFIG, build_stage, sufficient?); Better separation of spack software - instance configuration - managed software (goal: upgrade spack and continue managing existing software tree); more user friendly TCL module names (recognizability of variants);",Resolving one or more of the above issues would be great,,"Bottom line: despite several grief points, Spack has allowed us to set up a new HPC cluster with new middleware (SGE -> Slurm - requiring us to rebuild all existing MPI software), and to respond to many users' installation requests in reasonabe time - despite reduced workforce in our HPC group. Going on without Spack would have been impossible. So a HUGE THANK YOU from our side!",
2/27/2023 2:21:44,Computational Scientist,Other Public Research Lab,Italy,No,Yes,,"Fortran, C, C++, Python","HPC / Simulation, Statistics / Data Analysis, Bioinformatics",Used at my site,5,"Packages, Slack Discussions, Issues","0.19, develop, custom fork","macOS 10.15 (Catalina), RHEL 8, CentOS 8, Rocky 8, Ubuntu 20, Ubuntu 22",10 - 100,"2.7, 3.11","spack load, Spack environments, Environment Modules (TCL modules)","Environments, Module generation, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), concretizer:unify:true (concretize together), Multiple build systems in one package, spack load",Yes -- just one,No,No,"Intel, IBM Power, ARM, RISC-V","NVIDIA Volta, NVIDIA Ampere, AMD MI300, Intel Xe (Ponte Vecchio)","gcc, Intel OneAPI, NVHPC, LLVM, nvcc (CUDA)",Very Important,Somewhat important,Slightly Important,Slightly Important,Not Important,Very Important,Somewhat important,Critical,Critical,Critical,Somewhat important,Not Important,Critical,Not Important,Very Important,Somewhat important,,Maybe,Yes,"Documentation, Source Code",Monthly,"Yes, definitely!",Probably,OK,Excellent,Good,Good,Deploy system-wide HPC software stacks. Deploy local HPC software stacks to overcome terrible provided environments. Provide dep files for code bases (a.k.a. pip requirement files for C++),,"Not being able to specify a compiler in an environment like: this is the compiler that has to be installed, registered and used to build the rest of the environment.","Compilers as deps, especially in environments.",,,
2/27/2023 2:28:33,Research Software Engineer (RSE),University HPC/Computing Center,United Kingdom,No,No,,"Fortran, C++, Python",HPC / Simulation,Used at my site,0,"Packages, Slack Discussions, Issues",develop,"Rocky 8, Ubuntu 22",10 - 100,"3.6, 3.9","spack load, Spack environments, Environment Modules (TCL modules)","Environments, Module generation, spack external find, Externals in packages.yaml, New concretizer (clingo), spack develop, concretization: --reuse (default), spack load",No,No,No,"AMD, Intel, ARM","NVIDIA Ampere, NVIDIA Hopper","gcc, Intel Compilers, Intel OneAPI, NVHPC, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), CCE (Cray Compilers)",Critical,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Critical,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,Maybe,Yes,"Documentation, Slack, GitHub Issues, GitHub Discussions, spack help",Daily,Probably not,Probably not,Excellent,Excellent,Excellent,Excellent,I work at University HPC site and it has been so helpful to install dependencies for other projects. I am currently using spack as a build-system to automate our benchmarks in reframe. I love spack so much I have started using it on my personal laptop. It makes software installs a breeze!! Great work team :),On HPC it can take time to install software and make module files. Spack takes care of the dependencies and even generates the module files. It saves me a lot of time!,I am still novice I would say. I have learnt a lot over the last 6 months and the more I learn the better it gets. I do think the documentation is great and I love how helpful 'spack help' is in the terminal. I really like that most of the time I can figure things out without leaving my terminal.,Sometimes error messages can feel a bit cryptic. Sorry I don't have specific examples. ,"I am hopefully going to push my packages to spack in the coming month. It's super easy to make your own and I have been able to rely on the builtin packages for more general codes. So, no complaints on this front. I guess the more packages we can get as a community, the better.",Keep up the great work. I really love this tool and I recommend it to all my colleagues and friends in HPC. This along with miniconda and docker have had a significant impact on my software development career. ,
2/27/2023 4:01:31,Research Software Engineer (RSE),University research group,Switzerland,No,No,,"C++, Python, Rust","HPC / Simulation, Statistics / Data Analysis, Bioinformatics",Word of mouth,5,"Packages, Slack Discussions","0.17, 0.19, develop","RHEL 7, Ubuntu 20, Ubuntu 22","> 1,000","3.8, 3.9, 3.10","spack load, Spack environments, Environment Modules (TCL modules), Containers","Environments, Module generation, Chaining (upstreams), Build caches (making binary packages), build-env (debug a build), spack ci (GitLab pipeline generation -- yourself, not on our CI), spack-python (Python scripting), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, spack ci (generate GitLab Pipelines), Distributed Builds (srun/mpirun spack install), New concretizer (clingo), spack develop, concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), Variant/flag propagation (++, ~~, ==), Git versions, spack load, spack diff (compare two specs)",Yes -- several,Yes,No,"AMD, Intel, ARM",NVIDIA Hopper,"gcc, Intel OneAPI, NVHPC, LLVM",Very Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Very Important,Very Important,Somewhat important,Critical,Slightly Important,Slightly Important,Somewhat important,Very Important,Somewhat important,Critical,Somewhat important,,"Yes, I'd like to attend",No,"Documentation, Slack, GitHub Issues, GitHub Discussions, spack help, Source Code",Weekly,Probably not,Probably,Good,Excellent,Good,Excellent,"I have two use cases (user and responsible for deploying our software stack):

As a user, I create plenty of Spack environments and use develop to actively work on our software stack. Spack makes working on multiple packages in the same dependency tree a breeze! Having our central deployment as an upstream has saved me a great deal of rebuilding packages, too.

As the person working on our continuous deployment of our neuroscientific software stack, we run a GitLab pipeline that bootstraps specific compilers, then builds a set of libraries that we generate a packages.yaml for, and finally builds an up to date collection of environments to provide a software stack with ~150 modules for end users. This pipeline is run whenever any update to our Spack packages happens, usually a few times per working day. For most of our HPC software, we wrote CI that re-uses these packages via upstreams as appropriate. We have also set up an experimental internal build cache to provide quick Spack container builds for every pipeline of our HPC software.","spack env depfile has greatly accelerated building our software stack! The new concretizer require feature also helped building only certain packages with Intel compilers and reduce the amount of time we build other packages ""accidentally"" with Intel.","Currently, we rebuild central utilities like flex, bison, cmake and other build depencies, then re-use them through generated entries in packages.yaml. When rebuilding the central utilities, the downstream installation may have older builds registered in packages.yaml, leading to some concretization ambiguity. Resolving/hunting down these ambiguities is often cumbersome, I think it would be great to have, e.g., for every dependency a list of the 2 runner-up choices in terms of penalty. Then again, as this is an optimization problem, that may not be feasible.","Faster pipeline generation, full de-coupling of build dependencies.",,Awesome work on Spack!,
2/27/2023 6:30:30,Research Software Engineer (RSE),University research group,Germany,Yes,Yes,,C++,HPC / Simulation,Tutorial,0,"Packages, Issues",develop,"CentOS 7, CentOS 8, Ubuntu 22, Windows Subsystem for Linux (WSL)",100 - 200,3.11,"Spack environments, Lmod, Environment Modules (TCL modules)","Environments, Module generation, Chaining (upstreams), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), concretization: --reuse (default), concretizer:unify:true (concretize together)",No,Yes,No,"AMD, Intel, ARM","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200/250X, Intel Xe (Ponte Vecchio)","gcc, Intel OneAPI, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), Fujitsu Compilers",Very Important,Somewhat important,Very Important,Somewhat important,Not Important,Critical,Critical,Somewhat important,Somewhat important,Critical,Somewhat important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,,Maybe,Yes,"Documentation, Slack, GitHub Issues",Weekly,No,Probably,Good,OK,Good,Excellent,"Building a reproducible development environment for library development. I set up a set of packages, create an environment and install its packages.","As long as I don't use external packages (spack external find), I rarely have to work around build issues","The buildcaches I could find were only aimed at AWS, so I couldn't use them, and build involving external packages tend to fail. Compiling everything from scratch (especially rocFFT) takes ages","spack external find should be able to search for header files as well, and use config headers to determine versions and variants",,"Spack is awesome, thanks for creating and maintaining it!",
2/27/2023 6:43:01,Research Software Engineer (RSE),University research group,United States,Yes,No,,"Fortran, C, C++, Python, sh/bash/other shell script","HPC / Simulation, Computer Science Research",Used at my site,4,"Packages, Documentation, Slack Discussions, GitHub Discussions, Issues",develop,"macOS 11 (Ventura), RHEL 7, RHEL 8, Ubuntu 20, Ubuntu 22, Cray XC, Cray EX","500-1,000","3.7, 3.8, 3.9, 3.10, 3.11","spack load, Spack environments, Lmod, Containers","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), Build caches (making binary packages), spack ci (GitLab pipeline generation -- yourself, not on our CI), spack-python (Python scripting), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, New concretizer (clingo), concretization: --reuse (default), concretizer:unify:when_possible, Multiple build systems in one package, spack test, spackbot (@spackbot fix style; @spackbot rebuild everything, etc.)",No,No,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI100, AMD MI200/250X, AMD MI300, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Critical,Critical,Critical,Critical,Very Important,Very Important,Critical,Critical,Very Important,,"Yes, I'd like to attend",No,"Documentation, Slack, Coworkers, GitHub Issues, spack help, Source Code",Weekly,Probably,"Yes, definitely!",Good,Excellent,Good,Excellent,Installation of HPCToolkit and various dependencies,How responsive the devs are when we find Spack-related issues,Spack develop being a moving target,Virtual CUDA (:,gcc +rocm variant,"Y'all are doing a great job, keep up the good work!",
2/27/2023 6:44:59,Computational Scientist,University research group,United States,No,No,,"C, C++, Python","HPC / Simulation, Computer Science Research, Compiler Testing",Used at my site,4,Packages,develop,macOS 11 (Ventura),10 - 100,"3.8, 3.9, 3.11","spack load, Spack environments","Environments, spack containerize, spack external find, Externals in packages.yaml, New concretizer (clingo), spack load",Yes -- just one,No,No,"AMD, Intel, IBM Power, ARM","NVIDIA T4, NVIDIA Other","gcc, Intel Compilers, NVHPC, LLVM, IBM XL",Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Slightly Important,Somewhat important,Somewhat important,Slightly Important,Somewhat important,,Maybe,Yes,"Documentation, Slack, GitHub Issues, GitHub Discussions, Source Code",Monthly,Probably not,Probably not,Good,Excellent,Good,Good,,,,,,,
2/27/2023 6:52:25,User Support Staff,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,No,,"C++, Python, sh/bash/other shell script",HPC / Simulation,Word of mouth,2,Packages,0.19,"Ubuntu 22, SLES15",10 - 100,"3.9, 3.11",spack load,"Environments, E4S build caches (https://e4s.io), spack external find, Externals in packages.yaml, spack develop, spack test",No,No,No,"AMD, Intel, ARM","NVIDIA Ampere, NVIDIA Other","gcc, nvcc (CUDA)",Very Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Not Important,Not Important,Somewhat important,Slightly Important,Somewhat important,Not Important,Not Important,Not Important,Critical,Somewhat important,Not Important,,Maybe,Yes,"Documentation, Slack, Coworkers, GitHub Issues, GitHub Discussions",Monthly,Probably not,Probably,OK,OK,Good,Excellent,I typically use Spack to develop automated tests with spack test. ,Looking at implementations in other packages as examples to follow.,Lack of control over selections in the dependency tree.,"Better documentation for Spack test, including ideal examples. Increased standardization of the way packages build and test. ",No,"Spack is a great project and more than just the software/functionality it provides! It is a nexus for scientific software development and a unifying force. Many of Spack's issues likely come from trying to standardize across a nonstandard spectrum. However, please keep up this difficult work. ",
2/27/2023 7:39:17,DevOps/SRE,Company,United Kingdom,No,No,,"C, C++, Python, Rust, R","HPC / Simulation, AI/ML",Word of mouth,0,"Packages, Core Features","0.19, custom fork","macOS 12 (Monterey), Amazon Linux",1 - 10,3.7,spack load,spack load,,My site has a front-end or extension to Spack,No,"AMD, Intel, ARM","NVIDIA Ampere, NVIDIA Hopper","gcc, Intel OneAPI, NVHPC, LLVM, nvcc (CUDA)",Somewhat important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Critical,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,,Maybe,No,"Documentation, Slack, Coworkers",Weekly,Probably not,Probably,Good,Excellent,Good,Good,"Install packages and dependencies for execution, and development on multiple architectures","About the project itself, the ease of use, it's very convenient to get compilers and libraries installed to get started with a project. 

In terms of using it/learning: Documentation, GitHub issues and it's community","Supporting users, currently they require to be well versed in spack and HPC to make effective use of the tools. So it ends up in people asking questions directly to the admin rather than having ways of fixing their own problems.",Increase it's usability for non-experts and begginers to HPC. Extend containerisation functionality,,"Thank you for such an amazing project, for the great community around it and all the functionalities that keep being added. ",
