Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],Rank these TBD Spack features by importance [Autodetection of system packages],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [More reproducibility for environments],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],What features NOT in the prior list would you like to see?,"If we had a (virtual) Spack user meeting, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,
1/4/2022 15:21:08,System Administrator,University HPC/Computing Center,United States,No,"Python, R, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Bioinformatics, High Energy Physics",Search,5,"Packages, Core Features, Documentation, Slack Discussions, GitHub Discussions, Issues, Mailing List","develop, custom fork","CentOS 7, Gentoo","> 1,000","3.8, 3.9",Do it!,"Lmod, Environment Modules (TCL modules), Containers","Environments, Module generation, spack containerize, Stacks (matrices in environments), build-env (debug a build), Python extensions (link python packages into interpreter prefix), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack develop, spack install --reuse",Yes -- several,Yes,Intel,"NVIDIA Volta, NVIDIA Ampere, NVIDIA Other","gcc, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), nvcc (CUDA)",Critical,Slightly Important,Very Important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not Important,Slightly Important,Slightly Important,Somewhat important,Very Important,Somewhat important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Slack, GitHub, Source Code",Weekly,Probably not,Probably not,Good,Excellent,OK,Good,Deploy stacks of software compiled for different micro-architectures. Spack is wrapped in a deployment script.,Compiler flags for micro-architectures.,"Clingo does not honor specs in packages.yaml or command line. Rather than failing with an error when a spec can not be met it just changes the spec, even though it was explicitly requested.",Improve clingo policies and error messages.,,,
1/4/2022 16:04:58,Scientist/Researcher,Other Public Research Lab,Brazil,No,"Fortran, C++",Traditional HPC / Simulation,Tutorial,4,No,"0.17, develop","RHEL 7, Ubuntu 18",10 - 100,3.8,Do it!,"spack load, Environment Modules (TCL modules)",spack load,No,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, NVIDIA Other","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVHPC (new NVIDIA PGI compilers), nvcc (CUDA), IBM XL",Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,Maybe,No,"Documentation, spack help",Weekly,Probably not,"Yes, definitely!",Good,Good,Good,Good,,,,,,,
1/5/2022 6:11:32,Research Software Engineer (RSE),"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,"C, C++, Python, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis",Used at my site,2,No,0.16,"macOS, CentOS 7, CentOS 8",1 - 10,3.7,Do it!,Lmod,"Environments, Module generation",No,No,"Intel, ARM",No GPUs,"gcc, Intel Compilers, LLVM",Critical,Somewhat important,Very Important,Not Important,Not Important,Somewhat important,Not Important,Slightly Important,Not Important,Not Important,Not Important,Very Important,Not Important,Not Important,Not Important,,Maybe,Yes,Documentation,Daily,Probably not,Probably not,Bad,Bad,OK,OK,,,,,,,
1/5/2022 8:28:07,Scientist/Researcher,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"Fortran, C, C++, Python, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science Research",Presentation,2,Packages,"0.15, 0.16, 0.17, develop","SLES15, openSuSE",200 - 500,3.7,Do it!,Environment Modules (TCL modules),"Environments, Module generation, spack containerize, Externals in packages.yaml, New concretizer (clingo), spack install --reuse",Yes -- several,Yes,"AMD, Intel","NVIDIA Ampere, Intel Xe (Ponte Vecchio)","gcc, Intel OneAPI / dpc++",Critical,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Very Important,Not Important,Critical,Very Important,Critical,Critical,Slightly Important,Slightly Important,,Maybe,No,"Documentation, Source Code",Monthly,Probably not,Probably not,OK,OK,Good,Good,Support dev environment without relying in system installed libraries,Create a support dev environment in unfamiliar or limited access systems,Bloating of package installs. Would be better to rebuild existing packages such that a minimum number of needed dependencies are kept. Upgrade Spack from one version to another without breaking local changes to repo.,"Better way to specify dependencies, explicitly.",,,
1/5/2022 9:18:05,Research Software Engineer (RSE),University research group,United States,Yes,"Fortran, C, C++, Python, sh/bash/other shell script","AI/ML, Computer Science Research",Used at my site,3,"Packages, Core Features, Slack Discussions, Issues","0.15, 0.16, 0.17","CentOS 6, CentOS 7, SLES15, Cray XC, Linaro 8.4.0 Raspberry Pi 3",100 - 200,"2.7, 3.6, 3.8, 3.9",Do it!,"All of above, I steal from mods/paths/builds/users/admins and Frankenstein together","Environments, Module generation, Chaining (upstreams), Build caches (binary packages), spack-python (Python scripting), Command Extensions, Python extensions (link python packages into interpreter prefix), spack external find, Externals in packages.yaml, spack ci (generate GitLab Pipelines), New concretizer (clingo), spack develop, spack load",Yes -- several,Yes,"AMD, Intel, IBM Power, ARM, Fujitsu ARM Fugaku","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200, No GPUs","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, armclang",Critical,Not Important,Not Important,Slightly Important,Not Important,Not Important,Not Important,Slightly Important,Not Important,Not Important,Somewhat important,Not Important,Very Important,Slightly Important,Somewhat important,"Notebook support for in-memory cache of specs/packages/...; no cold-start overhead for each ""spack <command> <options>""","Yes, I'd present something!",Yes,"Documentation, Slack, Coworkers, Source Code",Monthly,No,"Yes, definitely!",Good,Excellent,Good,Good,I develop Spack features/commands for packages/compilers so I have multiple parallel Spack installations each with parallel builds and failures in-flight,Access to latest compilers from vendors and OSS without hassle for licensing/git/...,"""spack command1 opts1"" repeatedly rebuilds Python data upon even slightest error which takes forever for being a developer of core/packages/compiler_support so let me use ipython/notebook for presistent Spack state",Debugging of concretizer and why/when of its decisions,,,
1/5/2022 9:52:02,Computational Scientist,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Fortran, C, C++, Python, sh/bash/other shell script",Traditional HPC / Simulation,Used at my site,1,No,develop,"macOS, Arch",10 - 100,"3.8, 3.9, 3.10",Do it!,"spack load, Spack environments, Lmod","Environments, Module generation, Externals in packages.yaml, Concretization preferences in packages.yaml, spack load",Yes -- several,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere","gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, nvcc (CUDA), NAG, CCE (Cray Compilers)",Slightly Important,Not Important,Not Important,Not Important,Very Important,Very Important,Not Important,Very Important,Not Important,Very Important,Very Important,Somewhat important,Somewhat important,Not Important,Not Important,,No,No,"Documentation, Coworkers, GitHub, spack help",Weekly,Probably not,No,Good,Good,OK,OK,I install dependencies on my Mac laptop and Linux workstation.,Spack environments and generating lmod modules really helps with managing multiple environments.,"Building can take a long time, since spack works best when it builds the entire chain of dependencies without much reliance on system packages. Using system packages in packages.yaml has been very hit or miss for me.

I generally run into more issues on my Mac, but I think that's more Mac weirdness than spack specifically. Probably more automated testing of specs on Mac would help this.",,,,
1/5/2022 9:58:21,Software Developer,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"C++, Python",Traditional HPC / Simulation,Used at my site,0,No,,RHEL 7,1 - 10,"3.6, 3.7, 3.8",Do it!,"spack load, spack build-env","Environments, Module generation, spack load",,,"AMD, Intel, ARM","NVIDIA Volta, NVIDIA Other, AMD MI100",gcc,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,,"Yes, I'd attend",No,Coworkers,Monthly,Probably not,Probably,Good,Good,Good,Good,,,,,,,
1/5/2022 12:30:44,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,"C, C++",Traditional HPC / Simulation,Used at my site,4,Packages,develop,"macOS, RHEL 7",200 - 500,3.7,Do it!,"spack load, Spack environments","Environments, Externals in packages.yaml, New concretizer (clingo), spack load",No,No,"AMD, Intel",No GPUs,"gcc, CCE (Cray Compilers)",Very Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Very Important,Very Important,Somewhat important,Not Important,Not Important,Somewhat important,Not Important,Not Important,,Maybe,Yes,"Documentation, GitHub",Monthly,Probably,"Yes, definitely!",Good,Excellent,Excellent,Excellent,,,,,,,
1/5/2022 18:20:42,Manager,Other Public Research Lab,United States,No,"Python, R, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis",Tutorial,1,No,0.17,CentOS 7,1 - 10,"3.7, 3.9",Do it!,"spack load, Spack environments, Lmod","Environments, Module generation",Yes -- just one,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere, NVIDIA Other","gcc, NVHPC (new NVIDIA PGI compilers), AMD ROCmCC / hipcc, nvcc (CUDA)",Critical,Slightly Important,Not Important,Not Important,Somewhat important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Better FAQ + common error details. ,"Yes, I'd attend",Yes,"Documentation, Coworkers, Source Code, giving up :(",Monthly,Probably not,Probably,Good,OK,Good,Good,The goal is to use Spack to build modules for HPC users and to teach users how to build their own Spack packages. ,Referring users to build their own systems. ,"Errors that I can't find any documentation on - for example, while filling out this survey I ran into ""Error: ConnectionResetError: [Errno 104] Connection reset by peer"". Not sure what this means... trying to figure out on my own?  I run into this sort of thing frequently - I assume it's mostly a user error so I don't want to bother by making a ticket or reaching out for support. ",FAQ with error messages.,Not sure,Very new user - thanks for gathering feedback on this. ,
1/5/2022 18:49:48,Software Engineer as well as Administrator,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"C++, Python, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science Research, Compiler Testing, Visualization",Search,5,"Packages, Core Features, Slack Discussions, Issues, Tools/integrations",develop,"macOS, RHEL 7, RHEL 8, CentOS 7, CentOS 8, SLES15","> 1,000",3.7,Do it!,"spack load, Spack environments, Lmod, Environment Modules (TCL modules), spack build-env, spack view","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), Build caches (binary packages), build-env (debug a build), spack-python (Python scripting), Command Extensions, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, Distributed Builds (srun/mpirun spack install), New concretizer (clingo), spack develop, spack load",Yes -- just one,My site has a front-end or extension to Spack,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA)",Somewhat important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Not Important,Slightly Important,Slightly Important,Not Important,Slightly Important,Very Important,Slightly Important,Very Important,,"Yes, I'd present something!",No,"Documentation, Slack, GitHub, Source Code",Weekly,Probably not,Probably not,Good,Good,Good,Good,"I use Spack for a development of a large software stack, as well as running nightly tests for our software using Spack, and I also administer large sets of software with modules on numerous machines.",Spack develop has been the feature I have been most focused on the past year.,"~/.spack was my biggest pain point, but that is mostly becoming solved it seems. Several Spack installations I had would clash through it.",I would like git hashes as installable versions for development and testing to get some more attention.,No,,
1/5/2022 22:24:14,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"C++, Python",Traditional HPC / Simulation,Used at my site,5,"Packages, Issues","develop, Locked down SHA we move forward when vetted","macOS, RHEL 7, Ubuntu 20","> 1,000","3.7, 3.8",Do it!,use direct paths,"Environments, Python extensions (link python packages into interpreter prefix), Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo)",Yes -- several,Yes,"Intel, IBM Power",NVIDIA Volta,"gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Critical,Somewhat important,Very Important,Not Important,Somewhat important,Somewhat important,Not Important,Very Important,Slightly Important,Critical,Somewhat important,Very Important,Very Important,Not Important,Critical,,"Yes, I'd attend",Yes,"Documentation, Coworkers",Monthly,No,No,Bad,OK,Good,OK,locked down spack sha to install consistent set of third-party libraries for software project,multiple teams maintaining their packages so hopefully problems are solved before i get to them,using alternate git commit's that are not the normal release versions for a package causes me to copy whole package files locally and add the git version,"Improving error messages, ""Error: Debug"" is completely unhelpful (this particular turned out I set a variant of a package that didn't have that variant)",yes but I'm in the process of adding it now.,please improve documentation searching. often the answers that i am looking for are there but your search is basically useless due to your API docs being in the same place as your user documentation,
1/6/2022 2:16:03,Scientist/Researcher,Other Public Research Lab,Switzerland,No,"C++, Python",High Energy Physics,Used at my site,2,"Packages, Core Features, Documentation, Slack Discussions, GitHub Discussions, Issues",develop,"CentOS 7, Ubuntu 20, Arch","> 1,000","2.7, 3.10",I'd live (I can provide Python 3 somehow),Custom script or env vars,"Environments, Chaining (upstreams), Stacks (matrices in environments), Build caches (binary packages), build-env (debug a build), spack-python (Python scripting), spack external find, Externals in packages.yaml, spack ci (generate GitLab Pipelines), New concretizer (clingo), spack develop, spack install --reuse, spack test, spack load",Yes -- several,Yes,"AMD, Intel, ARM","NVIDIA T4, No GPUs","gcc, LLVM",Critical,Critical,Slightly Important,Slightly Important,Slightly Important,Very Important,Not Important,Slightly Important,Not Important,Very Important,Very Important,Critical,Somewhat important,Very Important,Very Important,,"Yes, I'd present something!",Yes,"Documentation, Slack, GitHub, Source Code",Weekly,Probably not,"Yes, definitely!",Good,Good,Good,Good,Deploying and developing High Energy Physics Software ,New Concretizer,"Unhelpful error messages of the new concretizer.
Installing package@master should record git commit hash
Installing package@git-commit-hash should let me specify a spec version the recipe uses to figure out dependencies etc.
Creation of setup scripts for packages.",Unhelpful error messages of the new concretizer.,,Thanks to all the spack developers - it's always been a great experience to work with spack!,
1/6/2022 4:45:31,User Support Staff,Cloud Provider,Germany,No,"Fortran, C, Python, sh/bash/other shell script",Traditional HPC / Simulation,Word of mouth,1,Issues,develop,Amazon Linux,100 - 200,2.7,Do it!,"spack load, Environment Modules (TCL modules)","Stacks (matrices in environments), Build caches (binary packages), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack load",No,Yes,"AMD, Intel, ARM","NVIDIA T4, NVIDIA Ampere","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, nvcc (CUDA)",Somewhat important,Very Important,Critical,Critical,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Not Important,Slightly Important,Not Important,Very Important,Slightly Important,Not Important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Coworkers, GitHub, Source Code",Weekly,Probably,Probably,Good,Good,Good,Good,"I want to find the best set of compilers/providers/dependencies for a range of applications on a range of different processors and store these as text based best practices.
","The matrix feature, s3 binary cache and wide range of available packages.","I use the matrix feature inside environments (which works great), but then the `spack unload` command leaves residual environment variables which in some cases breaks the subsequent `spack load`. (https://github.com/spack/spack/issues/27053)

I am trying to use `packages.yaml` to store the best practices. I am not yet sucessful as individual provider declarations per package inside `packages.yaml` are not always respected. (https://github.com/spack/spack/issues/27055)",,,Nice work!,
1/6/2022 7:12:24,Research Software Engineer (RSE),"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,"C++, Python",Traditional HPC / Simulation,Used at my site,2,No,"0.16, 0.17","macOS, RHEL 7, CentOS 7, CentOS 8",200 - 500,"3.6, 3.7, 3.8",Do it!,Environment Modules (TCL modules),"Module generation, Build caches (binary packages), spack external find, Externals in packages.yaml, spack load",Yes -- just one,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, AMD MI200, AMD Other","gcc, Intel Compilers, LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), CCE (Cray Compilers)",Very Important,Somewhat important,Somewhat important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Not Important,Very Important,Somewhat important,Slightly Important,Somewhat important,Not Important,Not Important,,No,No,"Documentation, Slack, Coworkers",Yearly,No,No,OK,Good,Good,OK,"Install package dependencies for developer use and install software on HPC machines for customer use.  This involves packages.yaml and compilers.yaml for each machine, pulling in source from mirrors and building on each machine (~6 machines).  We use a python script tuned for each machine to do our deployments as some machines require different dependency versions or +cuda, etc.","Building large dependency trees on new systems.  I was able to build our codes on Sierra without having to know how to build HDF5 or boost static libraries!  I was also able to build MPI on my mac laptop.  So, thank you.","I have not made an issue for this. The situation is generally this:  A build fails due to an issue in a package or a system-provided dependency (e.g. boost fails to build).  Clearing the spack cache 'spack clean -a' and changing the dependency versions or changing the spack package.py or something similar results in the same build failure.  Cloning a clean spack repo and doing a spack install of the same package in the clean repo succeeds.  I haven't made an issue for this because I don't know how to come up with a MWE for this issue and I have a work-around, but that's why spack is only ""OK"" - it's great when it works but when it doesn't... delete everything and try again.  ","Fix the pain point.  Then spack goes from ""OK"" to ""good""",No,"While spack is sometimes painful it's still a great tool, so thank you for your hard work!",
1/6/2022 7:13:39,Computational Scientist,Company,United States,Yes,"Fortran, C++",Traditional HPC / Simulation,Used at my site,1,No,develop,"RHEL 8, CentOS 8, Cray EX, Cray XT",10 - 100,3.7,I'd live (I can provide Python 3 somehow),"spack load, Environment Modules (TCL modules), Custom script or env vars","Module generation, spack external find, Externals in packages.yaml, New concretizer (clingo), spack install --reuse, spack load",Yes -- just one,Yes,AMD,"AMD MI200, AMD Other","gcc, Intel Compilers, AMD ROCmCC / hipcc, CCE (Cray Compilers)",Very Important,Very Important,Slightly Important,Very Important,Somewhat important,Slightly Important,Not Important,Somewhat important,Not Important,Very Important,Critical,Very Important,Critical,Slightly Important,Not Important,,Maybe,Yes,Coworkers,Yearly,Probably not,Probably not,Excellent,Good,OK,Good,,Ensuring consistent reproducible installs of dependencies across platforms.,,,,,
1/6/2022 8:25:26,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,"Fortran, C, C++, Python",Traditional HPC / Simulation,Word of mouth,3,No,0.16,"macOS, RHEL 7, RHEL 8, Ubuntu 20","> 1,000",2.7,Do it!,Environment Modules (TCL modules),"Environments, Module generation",Yes -- several,Yes,"AMD, Intel, IBM Power",NVIDIA T4,"gcc, Intel Compilers, Intel OneAPI / dpc++, nvcc (CUDA)",Very Important,Very Important,Very Important,Critical,Somewhat important,Slightly Important,Not Important,Slightly Important,Critical,Critical,Critical,Critical,Somewhat important,Very Important,Slightly Important,Better use of existing system dependencies.  Adding the compiler into the spack environment/ module generation.,Maybe,Yes,"Slack, Coworkers",Monthly,Probably,Probably,Good,Good,OK,Good,Building a developer environment.,"Environment building is fast, but when failures occur, it's a nightmare.",Usage of preinstalled system dependencies.,Usage of preinstalled system dependencies.  Usage of binary packages.,,,
1/6/2022 9:53:08,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"C, C++, Python","Traditional HPC / Simulation, Computer Science Research",Used at my site,5,Packages,develop,"macOS, RHEL 7, openSuSE, Windows Subsystem for Linux (WSL)",10 - 100,"3.6, 3.7, 3.9",Do it!,"spack load, Spack environments","Environments, spack external find, Externals in packages.yaml, New concretizer (clingo), spack install --reuse, spack load",No,No,"AMD, Intel, IBM Power","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200","gcc, LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Very Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Very Important,Slightly Important,Somewhat important,Not Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,,Maybe,Yes,"Documentation, Slack, GitHub",Monthly,Probably,Probably,Good,Good,OK,Good,"I use spack to install/manage dependencies for my software projects (using environments, ""spack external find"", etc.). I also use it as a macOS package manager for OSS tools, in lieu of homebrew and the like (using ""spack load""). I also create and maintain spack packages for my projects.","Learned about environments, they're neat. The tutorial on environments was very helpful in that regard.",(Lack of) speed; occasional weird Python hiccups (mostly not really Spack's fault). ,"Speed; useful error messages. Also, the PR approval process on github - it sometimes takes days or weeks to get a PR for a package update in.",,,
1/7/2022 2:32:14,User Support Staff,University HPC/Computing Center,Germany,No,"Fortran, C, C++, Python, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Visualization",Tutorial,4,"Packages, Slack Discussions, Issues","0.16, 0.17, develop","SLES12, SLES15","500-1,000",3.9,Do it!,"Environment Modules (TCL modules), spack view","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack develop",Yes -- several,Yes,"AMD, Intel, ARM","NVIDIA Ampere, NVIDIA Other, AMD MI200, AMD Other, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), NAG",Very Important,Very Important,Very Important,Not Important,Somewhat important,Very Important,Somewhat important,Very Important,Not Important,Not Important,Slightly Important,Very Important,Very Important,Somewhat important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Slack, Coworkers, GitHub, Source Code",Monthly,Probably not,Probably,Good,Excellent,OK,Good,"We biannually release a software stack based on released spack versions for our 20PF machine and the smaller Linux cluster sections. The stack is build consistently with default compiler and MPI versions. Users access the stack with environment modules, which provide site and cluster local adaptions. A ""user spack"" can be loaded that chains default software stacks. It is used for user specific modifications that can be installed in the users HOME directories.  ",spack debug,"With each spack version we have to iterate through failing packages and apply fixes for our local setup (OS is SLES15) or for general bugs. We typically have 20-50 failing packages and bugs are from trivial to stuff really hidden deep down. Although it is great to have that many packages, I think it would be good to put more focus on the maintenance of packages and maybe also package bug-fixing within the spack releases.","Versioning and backwards compatibility for package files, eg. package is compatible with spack 0.17 and can be used unmodified by later versions of spack. But I guess, that will take more than one year.",,Great job in software development and community building!,
1/7/2022 8:04:02,Computational Scientist,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,No,"C++, Python, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, High Energy Physics",Presentation,4,"Packages, Core Features, Documentation, Slack Discussions, GitHub Discussions, Issues, Mailing List","0.17, develop","RHEL 6, RHEL 7, RHEL 8, CentOS 7, CentOS 8, Ubuntu 20, Windows Subsystem for Linux (WSL), Cray XC",100 - 200,"2.7, 3.6, 3.9",Do it!,"spack load, Spack environments, Environment Modules (TCL modules), Containers","Environments, Module generation, spack containerize, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo)",Yes -- just one,No,"AMD, Intel",NVIDIA Ampere,"gcc, NVHPC (new NVIDIA PGI compilers), LLVM, nvcc (CUDA)",Critical,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,,Maybe,Yes,"Documentation, Slack, GitHub, Source Code",Monthly,Probably,"Yes, definitely!",Excellent,Good,Good,Excellent,,,,,,,
1/7/2022 8:12:02,Research Software Engineer (RSE),Company,United States,No,Python,"Traditional HPC / Simulation, Statistics / Data Analysis, Visualization",Word of mouth,0,"No, Slack Discussions",0.17,"Ubuntu 18, Ubuntu 20",1 - 10,"3.7, 3.8, 3.9",Do it!,"Spack environments, Containers","Environments, spack containerize, Build caches (binary packages), Python extensions (link python packages into interpreter prefix), Externals in packages.yaml, spack ci (generate GitLab Pipelines), New concretizer (clingo), spack load",Yes -- several,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere","gcc, LLVM, AMD ROCmCC / hipcc, nvcc (CUDA)",Slightly Important,Somewhat important,Slightly Important,Very Important,Slightly Important,Slightly Important,Not Important,Slightly Important,Somewhat important,Slightly Important,Very Important,Very Important,Very Important,Not Important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Slack",Daily,Probably,Probably,Excellent,OK,OK,Good,"Developer environments on linux and mac. Building HPC packages. Containerization of complex compiled dependencies for both CI testing and production (Docker, Singularity, and maybe Sarus etc.)","- Providing a simple uniform interface for compiling up to date software that is minimally dependent on the host system.
- Simple configuration (via the build flags) of complex builds.
- Parity between installations on HPC, developer PCs, and cloud. ",Containerization has been difficult. The containerize command does not generate immediately usable results. I would prefer to instead just have more extensive documentation on how to write Dockerfiles etc. rather than that knowledge only be encoded in the `containerize` function.,,,,
1/7/2022 8:14:36,Research Software Engineer (RSE),"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,sh/bash/other shell script,Traditional HPC / Simulation,Word of mouth,5,"Slack Discussions, GitHub Discussions, Issues",0.17,RHEL 7,10 - 100,3.7,I'd live (I can provide Python 3 somehow),Containers,"Environments, Build caches (binary packages), spack develop, spack test",No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Other","gcc, Intel Compilers, AMD ROCmCC / hipcc, nvcc (CUDA)",Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Slightly Important,Not Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Somewhat important,Critical,,Maybe,Yes,"Documentation, Slack, Coworkers",Monthly,Probably not,Probably not,Good,Excellent,OK,Good,Use Spack to provide installed versions of software for a group of people. Want to extend to supporting environment files people can start with to build their own. ,,"Developers don’t know how to build the software they are developing through Spack, but users want that. Currently use to build only dependencies of their software. Perception is that Spack does not support a development workflow. ","Improve support for concepts like the xSDK meta package. Decisions are made here,  but we really don’t want people to express dependencies on it, but rather the underlying packages. ",,,
